"","region","Region","Season","Species","ER","RegNUM","reg.vis"
"214","Oregon North","Oregon North","Winter","Black-legged Kittiwake",0.015,4,"Northern OR"
"215","Oregon North","Oregon North","Winter","Brandt's Cormorant",0.032,4,"Northern OR"
"216","Oregon North","Oregon North","Winter","Cassin's Auklet",0.04,4,"Northern OR"
"217","Oregon North","Oregon North","Winter","Common Loon",0,4,"Northern OR"
"218","Oregon North","Oregon North","Winter","Common Murre",0.162,4,"Northern OR"
"219","Oregon North","Oregon North","Winter","Glaucous Gull",0,4,"Northern OR"
"220","Oregon North","Oregon North","Winter","Glaucous-winged Gull",0.015,4,"Northern OR"
"221","Oregon North","Oregon North","Summer","All",2.882,4,"Northern OR"
"222","Oregon North","Oregon North","Summer","Black-legged Kittiwake",0,4,"Northern OR"
"223","Oregon North","Oregon North","Summer","Brandt's Cormorant",0.109,4,"Northern OR"
"224","Oregon North","Oregon North","Summer","Cassin's Auklet",0.012,4,"Northern OR"
"225","Oregon North","Oregon North","Winter","Sooty Shearwater",0.004,4,"Northern OR"
"226","Oregon North","Oregon North","Winter","Surf Scoter",0.002,4,"Northern OR"
"227","Oregon North","Oregon North","Winter","Western Gull",0.046,4,"Northern OR"
"228","Oregon North","Oregon North","Winter","White-winged Scoter",0.003,4,"Northern OR"
"229","Oregon North","Oregon North","Summer","Large Immature Gull",0.256,4,"Northern OR"
"230","Oregon North","Oregon North","Summer","Northern Fulmar",0.098,4,"Northern OR"
"231","Oregon North","Oregon North","Summer","Rhinoceros Auklet",0.03,4,"Northern OR"
"232","Oregon North","Oregon North","Summer","Short-tailed Shearwater",0,4,"Northern OR"
"233","Oregon North","Oregon North","Summer","Sooty Shearwater",0.058,4,"Northern OR"
"234","Oregon North","Oregon North","Summer","Surf Scoter",0.005,4,"Northern OR"
"235","Oregon North","Oregon North","Summer","Western Gull",0.073,4,"Northern OR"
"236","Oregon North","Oregon North","Summer","White-winged Scoter",0.004,4,"Northern OR"
"237","Oregon North","Oregon North","Summer","Glaucous-winged Gull",0.008,4,"Northern OR"
"238","Oregon North","Oregon North","Summer","Common Loon",0,4,"Northern OR"
"239","Oregon North","Oregon North","Summer","Common Murre",1.511,4,"Northern OR"
"240","Oregon North","Oregon North","Summer","Glaucous Gull",0,4,"Northern OR"
"241","Oregon South","Oregon South","Winter","Large Immature Gull",0.019,3,"Southern OR"
"242","Oregon South","Oregon South","Winter","All",1.329,3,"Southern OR"
"243","Oregon South","Oregon South","Winter","Black-legged Kittiwake",0.002,3,"Southern OR"
"244","Oregon South","Oregon South","Winter","Brandt's Cormorant",0.016,3,"Southern OR"
"245","Oregon South","Oregon South","Winter","Cassin's Auklet",0.045,3,"Southern OR"
"246","Oregon South","Oregon South","Winter","Common Loon",0,3,"Southern OR"
"247","Oregon South","Oregon South","Winter","Common Murre",0.151,3,"Southern OR"
"248","Oregon South","Oregon South","Winter","Glaucous Gull",0,3,"Southern OR"
"249","Oregon South","Oregon South","Winter","Glaucous-winged Gull",0.002,3,"Southern OR"
"250","Oregon South","Oregon South","Summer","All",3.076,3,"Southern OR"
"251","Oregon South","Oregon South","Summer","Black-legged Kittiwake",0,3,"Southern OR"
"252","Oregon South","Oregon South","Summer","Brandt's Cormorant",0.069,3,"Southern OR"
"253","Oregon South","Oregon South","Summer","Cassin's Auklet",0.014,3,"Southern OR"
"254","Oregon South","Oregon South","Summer","Common Loon",0,3,"Southern OR"
"255","Oregon South","Oregon South","Summer","Common Murre",1.526,3,"Southern OR"
"256","Oregon South","Oregon South","Summer","Glaucous Gull",0,3,"Southern OR"
"257","Oregon South","Oregon South","Summer","Glaucous-winged Gull",0,3,"Southern OR"
"258","Oregon South","Oregon South","Summer","Large Immature Gull",0.386,3,"Southern OR"
"259","Oregon South","Oregon South","Summer","Northern Fulmar",0.05,3,"Southern OR"
"260","Oregon South","Oregon South","Summer","Rhinoceros Auklet",0.037,3,"Southern OR"
"261","Oregon South","Oregon South","Summer","Short-tailed Shearwater",0,3,"Southern OR"
"262","Oregon South","Oregon South","Summer","Sooty Shearwater",0.009,3,"Southern OR"
"263","Oregon South","Oregon South","Summer","Surf Scoter",0,3,"Southern OR"
"264","Oregon South","Oregon South","Summer","Western Gull",0.18,3,"Southern OR"
"265","Oregon South","Oregon South","Summer","White-winged Scoter",0,3,"Southern OR"
"266","Oregon South","Oregon South","Winter","Northern Fulmar",0.098,3,"Southern OR"
"267","Oregon South","Oregon South","Winter","Rhinoceros Auklet",0.011,3,"Southern OR"
"268","Oregon South","Oregon South","Winter","Short-tailed Shearwater",0,3,"Southern OR"
"269","Oregon South","Oregon South","Winter","Sooty Shearwater",0,3,"Southern OR"
"270","Oregon South","Oregon South","Winter","Surf Scoter",0,3,"Southern OR"
"271","Oregon South","Oregon South","Winter","Western Gull",0.011,3,"Southern OR"
"272","Oregon South","Oregon South","Winter","White-winged Scoter",0,3,"Southern OR"
"273","Puget Sound","Puget Sound","Summer","Glaucous-winged Gull",0.006,8,"Puget Sound"
"274","Puget Sound","Puget Sound","Summer","Large Immature Gull",0.003,8,"Puget Sound"
"275","Puget Sound","Puget Sound","Summer","Northern Fulmar",0,8,"Puget Sound"
"276","Puget Sound","Puget Sound","Summer","Rhinoceros Auklet",0.002,8,"Puget Sound"
"277","Puget Sound","Puget Sound","Summer","Short-tailed Shearwater",0,8,"Puget Sound"
"278","Puget Sound","Puget Sound","Summer","Sooty Shearwater",0,8,"Puget Sound"
"279","Puget Sound","Puget Sound","Summer","Surf Scoter",0,8,"Puget Sound"
"280","Puget Sound","Puget Sound","Summer","Western Gull",0,8,"Puget Sound"
"281","Puget Sound","Puget Sound","Summer","White-winged Scoter",0,8,"Puget Sound"
"282","Puget Sound","Puget Sound","Winter","Northern Fulmar",0,8,"Puget Sound"
"283","Puget Sound","Puget Sound","Winter","Rhinoceros Auklet",0,8,"Puget Sound"
"284","Puget Sound","Puget Sound","Winter","Short-tailed Shearwater",0,8,"Puget Sound"
"285","Puget Sound","Puget Sound","Winter","Sooty Shearwater",0,8,"Puget Sound"
"286","Puget Sound","Puget Sound","Winter","Surf Scoter",0,8,"Puget Sound"
"287","Puget Sound","Puget Sound","Winter","Western Gull",0,8,"Puget Sound"
"288","Puget Sound","Puget Sound","Winter","White-winged Scoter",0,8,"Puget Sound"
"289","Puget Sound","Puget Sound","Winter","Brandt's Cormorant",0,8,"Puget Sound"
"290","Puget Sound","Puget Sound","Winter","Cassin's Auklet",0,8,"Puget Sound"
"291","Puget Sound","Puget Sound","Winter","Common Loon",0,8,"Puget Sound"
"292","Puget Sound","Puget Sound","Winter","Common Murre",0,8,"Puget Sound"
"293","Puget Sound","Puget Sound","Summer","All",0.08,8,"Puget Sound"
"294","Puget Sound","Puget Sound","Summer","Black-legged Kittiwake",0,8,"Puget Sound"
"295","Puget Sound","Puget Sound","Summer","Brandt's Cormorant",0,8,"Puget Sound"
"296","Puget Sound","Puget Sound","Summer","Cassin's Auklet",0,8,"Puget Sound"
"297","Puget Sound","Puget Sound","Summer","Common Loon",0,8,"Puget Sound"
"298","Puget Sound","Puget Sound","Summer","Common Murre",0,8,"Puget Sound"
"299","Puget Sound","Puget Sound","Summer","Glaucous Gull",0,8,"Puget Sound"
"300","Puget Sound","Puget Sound","Winter","All",0.089,8,"Puget Sound"
"301","Puget Sound","Puget Sound","Winter","Black-legged Kittiwake",0,8,"Puget Sound"
"302","Puget Sound","Puget Sound","Winter","Glaucous Gull",0,8,"Puget Sound"
"303","Puget Sound","Puget Sound","Winter","Glaucous-winged Gull",0.009,8,"Puget Sound"
"304","Puget Sound","Puget Sound","Winter","Large Immature Gull",0.001,8,"Puget Sound"
"305","San Juan","San Juan","Summer","Rhinoceros Auklet",0,9,"San Juan Islands"
"306","San Juan","San Juan","Summer","Glaucous-winged Gull",0,9,"San Juan Islands"
"307","San Juan","San Juan","Summer","Large Immature Gull",0,9,"San Juan Islands"
"308","San Juan","San Juan","Summer","Northern Fulmar",0,9,"San Juan Islands"
"309","San Juan","San Juan","Summer","Western Gull",0,9,"San Juan Islands"
"310","San Juan","San Juan","Summer","White-winged Scoter",0,9,"San Juan Islands"
"311","San Juan","San Juan","Winter","Northern Fulmar",0,9,"San Juan Islands"
"312","San Juan","San Juan","Winter","Rhinoceros Auklet",0,9,"San Juan Islands"
"313","San Juan","San Juan","Winter","Short-tailed Shearwater",0,9,"San Juan Islands"
"314","San Juan","San Juan","Winter","Sooty Shearwater",0,9,"San Juan Islands"
"315","San Juan","San Juan","Winter","Surf Scoter",0,9,"San Juan Islands"
"316","San Juan","San Juan","Winter","Western Gull",0,9,"San Juan Islands"
"317","San Juan","San Juan","Winter","White-winged Scoter",0,9,"San Juan Islands"
"318","San Juan","San Juan","Winter","Brandt's Cormorant",0,9,"San Juan Islands"
"319","San Juan","San Juan","Summer","Short-tailed Shearwater",0,9,"San Juan Islands"
"320","San Juan","San Juan","Summer","Sooty Shearwater",0,9,"San Juan Islands"
"321","San Juan","San Juan","Summer","Surf Scoter",0,9,"San Juan Islands"
"322","San Juan","San Juan","Summer","All",0.013,9,"San Juan Islands"
"323","San Juan","San Juan","Summer","Black-legged Kittiwake",0,9,"San Juan Islands"
"324","San Juan","San Juan","Summer","Brandt's Cormorant",0,9,"San Juan Islands"
"325","San Juan","San Juan","Summer","Cassin's Auklet",0,9,"San Juan Islands"
"326","San Juan","San Juan","Summer","Common Loon",0,9,"San Juan Islands"
"327","San Juan","San Juan","Summer","Common Murre",0,9,"San Juan Islands"
"328","San Juan","San Juan","Summer","Glaucous Gull",0,9,"San Juan Islands"
"329","San Juan","San Juan","Winter","All",0.006,9,"San Juan Islands"
"330","San Juan","San Juan","Winter","Black-legged Kittiwake",0,9,"San Juan Islands"
"331","San Juan","San Juan","Winter","Glaucous Gull",0,9,"San Juan Islands"
"332","San Juan","San Juan","Winter","Cassin's Auklet",0,9,"San Juan Islands"
"333","San Juan","San Juan","Winter","Common Loon",0,9,"San Juan Islands"
"334","San Juan","San Juan","Winter","Common Murre",0,9,"San Juan Islands"
"335","San Juan","San Juan","Winter","Glaucous-winged Gull",0,9,"San Juan Islands"
"336","San Juan","San Juan","Winter","Large Immature Gull",0,9,"San Juan Islands"
"337","South Coast","South Coast","Summer","Glaucous-winged Gull",0.028,5,"Southern WA"
"338","South Coast","South Coast","Summer","All",2.113,5,"Southern WA"
"339","South Coast","South Coast","Summer","Black-legged Kittiwake",0,5,"Southern WA"
"340","South Coast","South Coast","Summer","Brandt's Cormorant",0.027,5,"Southern WA"
"341","South Coast","South Coast","Summer","Cassin's Auklet",0.014,5,"Southern WA"
"342","South Coast","South Coast","Summer","Common Loon",0.002,5,"Southern WA"
"343","South Coast","South Coast","Summer","Common Murre",0.679,5,"Southern WA"
"344","South Coast","South Coast","Summer","Glaucous Gull",0,5,"Southern WA"
"345","South Coast","South Coast","Winter","All",1.914,5,"Southern WA"
"346","South Coast","South Coast","Summer","Large Immature Gull",0.227,5,"Southern WA"
"347","South Coast","South Coast","Summer","Northern Fulmar",0.136,5,"Southern WA"
"348","South Coast","South Coast","Summer","Rhinoceros Auklet",0.058,5,"Southern WA"
"349","South Coast","South Coast","Summer","Short-tailed Shearwater",0,5,"Southern WA"
"350","South Coast","South Coast","Summer","Sooty Shearwater",0.134,5,"Southern WA"
"351","South Coast","South Coast","Summer","Surf Scoter",0.006,5,"Southern WA"
"352","South Coast","South Coast","Summer","Western Gull",0.045,5,"Southern WA"
"353","South Coast","South Coast","Summer","White-winged Scoter",0.002,5,"Southern WA"
"354","South Coast","South Coast","Winter","Northern Fulmar",0.487,5,"Southern WA"
"355","South Coast","South Coast","Winter","Rhinoceros Auklet",0.02,5,"Southern WA"
"356","South Coast","South Coast","Winter","Short-tailed Shearwater",0.003,5,"Southern WA"
"357","South Coast","South Coast","Winter","Sooty Shearwater",0.004,5,"Southern WA"
"358","South Coast","South Coast","Winter","Surf Scoter",0.022,5,"Southern WA"
"359","South Coast","South Coast","Winter","Western Gull",0.019,5,"Southern WA"
"360","South Coast","South Coast","Winter","White-winged Scoter",0.006,5,"Southern WA"
"361","South Coast","South Coast","Winter","Brandt's Cormorant",0.023,5,"Southern WA"
"362","South Coast","South Coast","Winter","Cassin's Auklet",0.035,5,"Southern WA"
"363","South Coast","South Coast","Winter","Common Loon",0.002,5,"Southern WA"
"364","South Coast","South Coast","Winter","Common Murre",0.135,5,"Southern WA"
"365","South Coast","South Coast","Winter","Glaucous Gull",0,5,"Southern WA"
"366","South Coast","South Coast","Winter","Glaucous-winged Gull",0.038,5,"Southern WA"
"367","South Coast","South Coast","Winter","Large Immature Gull",0.077,5,"Southern WA"
"368","South Coast","South Coast","Winter","Black-legged Kittiwake",0.008,5,"Southern WA"
"369","Southeast Alaska","Southeast Alaska","Summer","Western Gull",0,10,"Southeast AK"
"370","Southeast Alaska","Southeast Alaska","Winter","Northern Fulmar",0,10,"Southeast AK"
"371","Southeast Alaska","Southeast Alaska","Winter","Rhinoceros Auklet",0,10,"Southeast AK"
"372","Southeast Alaska","Southeast Alaska","Winter","Short-tailed Shearwater",0,10,"Southeast AK"
"373","Southeast Alaska","Southeast Alaska","Summer","White-winged Scoter",0,10,"Southeast AK"
"374","Southeast Alaska","Southeast Alaska","Summer","Glaucous-winged Gull",0,10,"Southeast AK"
"375","Southeast Alaska","Southeast Alaska","Summer","Large Immature Gull",0,10,"Southeast AK"
"376","Southeast Alaska","Southeast Alaska","Summer","Northern Fulmar",0,10,"Southeast AK"
"377","Southeast Alaska","Southeast Alaska","Summer","Rhinoceros Auklet",0,10,"Southeast AK"
"378","Southeast Alaska","Southeast Alaska","Summer","Short-tailed Shearwater",0,10,"Southeast AK"
"379","Southeast Alaska","Southeast Alaska","Summer","Sooty Shearwater",0,10,"Southeast AK"
"380","Southeast Alaska","Southeast Alaska","Summer","Surf Scoter",0,10,"Southeast AK"
"381","Southeast Alaska","Southeast Alaska","Summer","All",0.001,10,"Southeast AK"
"382","Southeast Alaska","Southeast Alaska","Summer","Black-legged Kittiwake",0,10,"Southeast AK"
"383","Southeast Alaska","Southeast Alaska","Summer","Brandt's Cormorant",0,10,"Southeast AK"
"384","Southeast Alaska","Southeast Alaska","Summer","Cassin's Auklet",0,10,"Southeast AK"
"385","Southeast Alaska","Southeast Alaska","Summer","Common Loon",0,10,"Southeast AK"
"386","Southeast Alaska","Southeast Alaska","Winter","Sooty Shearwater",0,10,"Southeast AK"
"387","Southeast Alaska","Southeast Alaska","Winter","Surf Scoter",0,10,"Southeast AK"
"388","Southeast Alaska","Southeast Alaska","Winter","Western Gull",0,10,"Southeast AK"
"389","Southeast Alaska","Southeast Alaska","Winter","White-winged Scoter",0,10,"Southeast AK"
"390","Southeast Alaska","Southeast Alaska","Winter","Brandt's Cormorant",0,10,"Southeast AK"
"391","Southeast Alaska","Southeast Alaska","Winter","Cassin's Auklet",0,10,"Southeast AK"
"392","Southeast Alaska","Southeast Alaska","Winter","Common Loon",0,10,"Southeast AK"
"393","Southeast Alaska","Southeast Alaska","Winter","Common Murre",0,10,"Southeast AK"
"394","Southeast Alaska","Southeast Alaska","Winter","Glaucous Gull",0,10,"Southeast AK"
"395","Southeast Alaska","Southeast Alaska","Winter","Glaucous-winged Gull",0,10,"Southeast AK"
"396","Southeast Alaska","Southeast Alaska","Winter","Large Immature Gull",0,10,"Southeast AK"
"397","Southeast Alaska","Southeast Alaska","Winter","All",0,10,"Southeast AK"
"398","Southeast Alaska","Southeast Alaska","Winter","Black-legged Kittiwake",0,10,"Southeast AK"
"399","Southeast Alaska","Southeast Alaska","Summer","Common Murre",0,10,"Southeast AK"
"400","Southeast Alaska","Southeast Alaska","Summer","Glaucous Gull",0,10,"Southeast AK"
"401","Strait","Strait","Summer","Western Gull",0,7,"Strait of Juan de Fuca"
"402","Strait","Strait","Summer","White-winged Scoter",0,7,"Strait of Juan de Fuca"
"403","Strait","Strait","Summer","Glaucous-winged Gull",0.008,7,"Strait of Juan de Fuca"
"404","Strait","Strait","Summer","Large Immature Gull",0.024,7,"Strait of Juan de Fuca"
"405","Strait","Strait","Summer","Northern Fulmar",0,7,"Strait of Juan de Fuca"
"406","Strait","Strait","Summer","Rhinoceros Auklet",0.01,7,"Strait of Juan de Fuca"
"407","Strait","Strait","Summer","Short-tailed Shearwater",0,7,"Strait of Juan de Fuca"
"408","Strait","Strait","Summer","Sooty Shearwater",0,7,"Strait of Juan de Fuca"
"409","Strait","Strait","Summer","Surf Scoter",0,7,"Strait of Juan de Fuca"
"410","Strait","Strait","Summer","All",0.168,7,"Strait of Juan de Fuca"
"411","Strait","Strait","Summer","Black-legged Kittiwake",0,7,"Strait of Juan de Fuca"
"412","Strait","Strait","Summer","Brandt's Cormorant",0,7,"Strait of Juan de Fuca"
"413","Strait","Strait","Summer","Cassin's Auklet",0,7,"Strait of Juan de Fuca"
"414","Strait","Strait","Summer","Common Loon",0.001,7,"Strait of Juan de Fuca"
"415","Strait","Strait","Summer","Common Murre",0.002,7,"Strait of Juan de Fuca"
"416","Strait","Strait","Summer","Glaucous Gull",0,7,"Strait of Juan de Fuca"
"417","Strait","Strait","Winter","All",0.13,7,"Strait of Juan de Fuca"
"418","Strait","Strait","Winter","Black-legged Kittiwake",0,7,"Strait of Juan de Fuca"
"419","Strait","Strait","Winter","Brandt's Cormorant",0,7,"Strait of Juan de Fuca"
"420","Strait","Strait","Winter","Cassin's Auklet",0,7,"Strait of Juan de Fuca"
"421","Strait","Strait","Winter","Common Loon",0,7,"Strait of Juan de Fuca"
"422","Strait","Strait","Winter","Common Murre",0,7,"Strait of Juan de Fuca"
"423","Strait","Strait","Winter","Glaucous Gull",0,7,"Strait of Juan de Fuca"
"424","Strait","Strait","Winter","Glaucous-winged Gull",0.003,7,"Strait of Juan de Fuca"
"425","Strait","Strait","Winter","Large Immature Gull",0.005,7,"Strait of Juan de Fuca"
"426","Strait","Strait","Winter","Northern Fulmar",0,7,"Strait of Juan de Fuca"
"427","Strait","Strait","Winter","Rhinoceros Auklet",0,7,"Strait of Juan de Fuca"
"428","Strait","Strait","Winter","Short-tailed Shearwater",0,7,"Strait of Juan de Fuca"
"429","Strait","Strait","Winter","Sooty Shearwater",0,7,"Strait of Juan de Fuca"
"430","Strait","Strait","Winter","Surf Scoter",0,7,"Strait of Juan de Fuca"
"431","Strait","Strait","Winter","Western Gull",0,7,"Strait of Juan de Fuca"
"432","Strait","Strait","Winter","White-winged Scoter",0,7,"Strait of Juan de Fuca"
