reg,long,lat
PS,-123.1386877,47.49848349
PS,-123.150424,47.47398679
PS,-123.166502,47.44893286
PS,-123.1818602,47.41566272
PS,-123.189307,47.38817971
PS,-123.1898265,47.36063679
PS,-123.1842591,47.33480003
PS,-123.1464376,47.32161795
PS,-123.1179903,47.31670552
PS,-123.0556968,47.31853542
PS,-123.007926,47.32924833
PS,-122.9724322,47.32839921
PS,-122.9493883,47.31587803
PS,-122.9447778,47.2900815
PS,-122.9523633,47.25914
PS,-122.9722277,47.21836401
PS,-123.0072641,47.19235442
PS,-123.0333226,47.18264102
PS,-123.0689885,47.16656044
PS,-123.1048007,47.14284602
PS,-123.1260972,47.11563008
PS,-123.1286891,47.09466645
PS,-123.1148416,47.06906432
PS,-123.0868797,47.03434473
PS,-123.0440586,47.02946233
PS,-122.9903275,47.0214616
PS,-122.9309675,47.02087071
PS,-122.8607453,47.01563461
PS,-122.83348,47.00709367
PS,-122.7808367,47.00349862
PS,-122.7424401,47.00154754
PS,-122.6929265,47.00468938
PS,-122.6604069,47.02900297
PS,-122.6289143,47.05481803
PS,-122.5991827,47.09488183
PS,-122.5808226,47.12085908
PS,-122.54898,47.1548965
PS,-122.532611,47.18614737
PS,-122.5111605,47.20234245
PS,-122.4842926,47.21471357
PS,-122.4609078,47.22113306
PS,-122.411042,47.22641977
PS,-122.3677484,47.23253674
PS,-122.3336962,47.25828429
PS,-122.3153453,47.27676724
PS,-122.2864825,47.30810803
PS,-122.2672118,47.32203684
PS,-122.2631156,47.34445041
PS,-122.2618086,47.38189224
PS,-122.2550676,47.41624812
PS,-122.2649275,47.45087107
PS,-122.2892046,47.48572252
PS,-122.3059819,47.51371097
PS,-122.3137469,47.54605859
PS,-122.3128449,47.57228137
PS,-122.3163841,47.59857855
PS,-122.322072,47.62716557
PS,-122.3229391,47.66788674
PS,-122.3206274,47.70306194
PS,-122.3230716,47.72932051
PS,-122.3293349,47.77436942
PS,-122.3172921,47.80041
PS,-122.3083738,47.83249766
PS,-122.2952118,47.8577794
PS,-122.2767147,47.87548438
PS,-122.2590096,47.90281187
PS,-122.2379385,47.9294487
PS,-122.2173314,47.94260093
PS,-122.1990312,47.95353988
PS,-122.1753863,47.98761589
PS,-122.1744674,48.01232775
PS,-122.1791748,48.03638399
PS,-122.1909706,48.05081556
PS,-122.2281141,48.07764559
PS,-122.2764277,48.10688805
PS,-122.3036035,48.13204249
PS,-122.3129216,48.15467322
PS,-122.3166062,48.17797101
PS,-122.320112,48.20652092
PS,-122.3202832,48.23466688
PS,-122.3190962,48.26911455
PS,-122.3148665,48.29377303
PS,-122.3116803,48.32069407
PS,-122.3345313,48.34426644
PS,-122.3769647,48.35613875
PS,-122.4293687,48.37413267
PS,-122.4432784,48.39755687
PS,-122.4457262,48.42681383
PS,-122.4371509,48.44767422
PS,-122.4214497,48.47892805
PS,-122.4001984,48.50635804
PS,-122.391414,48.53247515
PS,-122.3801045,48.56606432
PS,-122.3865824,48.60910181
PS,-122.3923538,48.63990066
PS,-122.4171633,48.67846717
PS,-122.4207435,48.70773909
PS,-122.430915,48.77866241
PS,-122.4520951,48.7916966
PS,-122.4857952,48.8048985
PS,-122.5197485,48.81060205
PS,-122.5673888,48.81572466
PS,-122.6262368,48.82771145
PS,-122.6440894,48.84067084
PS,-122.6614298,48.87235587
PS,-122.6719362,48.90470844
PS,-122.6767769,48.93624624
PS,-122.6760007,48.9647217
PS,-122.6810433,48.98952518
PS,-122.6807405,49.00076909
PS,-122.724184,49.00129911
PS,-122.7574248,48.99869512
PS,-122.7929597,48.99610879
PS,-122.8239253,48.99346103
PS,-122.8584002,48.9878434
PS,-122.8771069,48.97079353
PS,-122.8878473,48.9514059
PS,-122.8973382,48.93650507
PS,-122.8853589,48.91013031
PS,-122.8586963,48.87760604
PS,-122.8489636,48.85501039
PS,-122.813986,48.83889213
PS,-122.7826972,48.81381275
PS,-122.7584044,48.78430953
PS,-122.7476424,48.76095176
PS,-122.7367313,48.74358765
PS,-122.7213027,48.72542095
PS,-122.7013845,48.70570032
PS,-122.6862208,48.67928171
PS,-122.6962331,48.65335201
PS,-122.7151176,48.63311443
PS,-122.7383583,48.61723406
PS,-122.7493223,48.60309167
PS,-122.7508186,48.59260857
PS,-122.7455294,48.57693207
PS,-122.7465284,48.56994349
PS,-122.7404466,48.55371937
PS,-122.7387438,48.54131435
PS,-122.7340077,48.53587479
PS,-122.732577,48.52858809
PS,-122.7179389,48.51975308
PS,-122.7152735,48.51529763
PS,-122.7211722,48.50283462
PS,-122.7258,48.49625427
PS,-122.7294218,48.48560714
PS,-122.7279784,48.4771122
PS,-122.7300397,48.46239204
PS,-122.7281706,48.44910024
PS,-122.7244677,48.44205337
PS,-122.7163106,48.43532288
PS,-122.7123068,48.41905629
PS,-122.7149411,48.40397203
PS,-122.7164651,48.38887302
PS,-122.7251461,48.37606694
PS,-122.7338655,48.36178291
PS,-122.7499858,48.33362867
PS,-122.7602186,48.32379714
PS,-122.767086,48.31540031
PS,-122.7769477,48.29819281
PS,-122.7833973,48.28426201
PS,-122.795924,48.27076626
PS,-122.797351,48.2362958
PS,-122.8014528,48.22712698
PS,-122.7995715,48.21383727
PS,-122.792661,48.20270318
PS,-122.7834035,48.1970706
PS,-122.7669643,48.19135537
PS,-122.7600087,48.18243123
PS,-122.7557414,48.17648599
PS,-122.751552,48.1675936
PS,-122.7512588,48.15764086
ST,-124.7546449,48.39585926
ST,-124.7441595,48.38867007
ST,-124.7329314,48.38555013
ST,-124.7233175,48.38348126
ST,-124.7110285,48.38018889
ST,-124.6995314,48.3760079
ST,-124.6821436,48.36832205
ST,-124.6749064,48.3635876
ST,-124.6663431,48.35903613
ST,-124.6583198,48.3550116
ST,-124.650551,48.34974841
ST,-124.632401,48.3431202
ST,-124.5872363,48.31417775
ST,-124.5482574,48.30013713
ST,-124.4767924,48.27356786
ST,-124.4476962,48.25728266
ST,-124.4169842,48.24099599
ST,-124.3677409,48.22802138
ST,-124.3179776,48.21502532
ST,-124.2567716,48.20347566
ST,-124.2250754,48.19586752
ST,-124.1726093,48.17915737
ST,-124.1425465,48.16496323
ST,-124.1141323,48.15621935
ST,-123.991088,48.12665959
ST,-123.9502285,48.11751634
ST,-123.8804774,48.1123075
ST,-123.8319736,48.10892585
ST,-123.7976333,48.10665337
ST,-123.7153064,48.10568864
ST,-123.6782619,48.10410415
ST,-123.6428459,48.10360508
ST,-123.5971569,48.09467881
ST,-123.5460159,48.08679667
ST,-123.492699,48.07851156
ST,-123.3714128,48.06399017
ST,-123.314238,48.06361236
ST,-123.2603419,48.06213413
ST,-123.222662,48.0676722
ST,-123.1773546,48.07204216
ST,-123.1288575,48.07053883
ST,-123.1012153,48.0611886
ST,-123.0400726,48.02900341
ST,-123.0248923,48.02594632
ST,-122.9715145,48.02687925
ST,-122.9267657,48.03078831
ST,-122.8972506,48.03484392
ST,-122.8698188,48.04255749
ST,-122.8077423,48.05903858
ST,-122.8025864,48.06917363
ST,-122.8010667,48.08626494
ST,-122.7869953,48.10393965
ST,-122.7818212,48.11443517
ST,-122.7682797,48.13211263
ST,-122.7609549,48.14112638
ST,-122.7557419,48.15271216
ST,-122.759026,48.17313207
ST,-122.7723266,48.18638841
ST,-122.8001509,48.19865707
ST,-122.8024414,48.21469517
ST,-122.8097681,48.22727997
ST,-122.8196417,48.24491649
ST,-122.8254921,48.26146356
ST,-122.856385,48.27540907
ST,-122.9010038,48.28991899
ST,-122.9505173,48.296374
ST,-123.0061516,48.30507021
ST,-123.0684311,48.30430775
ST,-123.1318318,48.29697028
ST,-123.1955228,48.29217257
ST,-123.2562841,48.2797269
ST,-123.3281512,48.27828438
ST,-123.4249745,48.27407206
ST,-123.4850631,48.27190759
ST,-123.5569191,48.27031962
ST,-123.6201451,48.27697538
ST,-123.6918291,48.28828113
ST,-123.7848511,48.31252766
ST,-123.8913953,48.33459126
ST,-124.0074474,48.35339288
ST,-124.0896701,48.38072357
ST,-124.1491714,48.39906423
ST,-124.2309167,48.42117471
ST,-124.2966542,48.44037993
ST,-124.3599691,48.4558223
ST,-124.4261164,48.47627003
ST,-124.475758,48.49127009
ST,-124.5286253,48.51386779
ST,-124.5838956,48.52588254
ST,-124.6494591,48.53981515
ST,-124.7021183,48.54676321
ST,-124.7556568,48.5340674
ST,-124.7768703,48.48577396
ST,-124.7823892,48.46365955
ST,-124.7940017,48.44549229
ST,-124.7927138,48.42905212
ST,-124.7873072,48.41984545
ST,-124.7778614,48.4100393
ST,-124.7639796,48.40025215
ST,-124.7546449,48.39585926
NC,-124.1604715,47.14648074
NC,-124.1502828,47.15213481
NC,-124.1084105,47.17660377
NC,-124.105521,47.25284202
NC,-124.1215611,47.33820325
NC,-124.1530131,47.45088356
NC,-124.1724185,47.52507544
NC,-124.2124173,47.62946863
NC,-124.2320727,47.70373773
NC,-124.2884455,47.82821711
NC,-124.3416274,47.89132406
NC,-124.4090713,47.94304348
NC,-124.4874125,48.03256939
NC,-124.5138585,48.10616914
NC,-124.5341943,48.17318998
NC,-124.5473469,48.22668229
NC,-124.5608459,48.26440007
NC,-124.572567,48.28996786
NC,-124.6104796,48.33144252
NC,-124.6522681,48.34896467
NC,-124.6853121,48.36826856
NC,-124.716546,48.38168956
NC,-124.7343494,48.38514877
NC,-124.7768212,48.40285693
NC,-124.8415543,48.40195573
NC,-124.939367,48.3888922
NC,-125.0884113,48.35241399
NC,-125.1541019,48.29489936
NC,-125.15661,48.24830327
NC,-125.1422534,48.18961577
NC,-125.1419581,48.15649895
NC,-125.1294827,48.0778516
NC,-125.1217239,48.02871391
NC,-125.1137572,47.94650507
NC,-125.0870008,47.90201517
NC,-125.019524,47.81732472
NC,-124.9820912,47.73390553
NC,-124.9249205,47.68160249
NC,-124.8425998,47.62438396
NC,-124.8085942,47.56058184
NC,-124.7867969,47.51247937
NC,-124.7660069,47.47091684
NC,-124.754946,47.4286964
NC,-124.7082393,47.34259384
NC,-124.6693517,47.27577923
NC,-124.6531412,47.23057411
NC,-124.6123219,47.16869499
NC,-124.5591072,47.15382843
NC,-124.5139262,47.1459028
NC,-124.4673612,47.14333065
NC,-124.40479,47.14127398
NC,-124.3121722,47.1390665
NC,-124.2668973,47.13786775
NC,-124.2357554,47.13769221
NC,-124.2153295,47.13831873
NC,-124.1967494,47.13917262
NC,-124.1927731,47.13919753
NC,-124.1869162,47.13991035
NC,-124.1752158,47.1418528
NC,-124.1604715,47.14648074
SC,-124.0722361,46.24265612
SC,-124.0561062,46.24538434
SC,-124.028405,46.24922506
SC,-124.0098519,46.25277493
SC,-124.0044831,46.27384167
SC,-123.9944543,46.31207692
SC,-123.9827398,46.36365417
SC,-123.9729162,46.40965413
SC,-123.9684506,46.49706629
SC,-123.9633147,46.55909633
SC,-123.9684198,46.61868172
SC,-123.9689906,46.68399616
SC,-123.9865477,46.73738527
SC,-124.0029298,46.80175477
SC,-124.0167212,46.86630583
SC,-124.0346356,46.92154219
SC,-124.0626726,46.99254766
SC,-124.0790134,47.05522285
SC,-124.0905687,47.08181525
SC,-124.1062409,47.11908966
SC,-124.1197522,47.14011471
SC,-124.1440916,47.14224853
SC,-124.1606418,47.14244154
SC,-124.1708546,47.14136832
SC,-124.1767396,47.1408539
SC,-124.1838941,47.1401351
SC,-124.1922704,47.13917382
SC,-124.2021989,47.13838798
SC,-124.2226017,47.13728672
SC,-124.2412032,47.13665916
SC,-124.2697196,47.13431221
SC,-124.3024809,47.13168923
SC,-124.3715952,47.12811217
SC,-124.4234454,47.12289991
SC,-124.473604,47.11212957
SC,-124.5172778,47.10113202
SC,-124.5556054,47.07854348
SC,-124.5637359,47.05792805
SC,-124.5682078,47.03755261
SC,-124.5666928,47.00753212
SC,-124.5306159,46.87834131
SC,-124.5057185,46.82523042
SC,-124.4824185,46.75771071
SC,-124.4563976,46.69512131
SC,-124.4357892,46.62022576
SC,-124.441336,46.53773675
SC,-124.4344942,46.46440182
SC,-124.4238993,46.41207297
SC,-124.4220067,46.34995733
SC,-124.4220145,46.30154858
SC,-124.4064411,46.26107934
SC,-124.3672714,46.24290208
SC,-124.3254482,46.22949632
SC,-124.2704394,46.21692959
SC,-124.1792681,46.22427269
SC,-124.1315732,46.22983801
SC,-124.1090376,46.23405125
SC,-124.0896347,46.23699448
SC,-124.0722361,46.24265612
ON,-124.1317713,44.14017949
ON,-124.1271486,44.13830746
ON,-124.1181007,44.13698762
ON,-124.1100231,44.13724811
ON,-124.0627968,44.13778544
ON,-124.0344128,44.1568971
ON,-124.0113112,44.18266598
ON,-123.9935014,44.22150054
ON,-123.9788665,44.28694747
ON,-123.9585092,44.39828602
ON,-123.951761,44.49785022
ON,-123.9539373,44.63950033
ON,-123.9459848,44.78962487
ON,-123.916942,44.95158627
ON,-123.8875477,45.11074156
ON,-123.8793751,45.25782773
ON,-123.8659355,45.36258449
ON,-123.8547216,45.51518892
ON,-123.8408662,45.64445707
ON,-123.8391141,45.75402288
ON,-123.847817,45.85485629
ON,-123.8496323,45.96139114
ON,-123.8456822,46.05224571
ON,-123.8764227,46.14438221
ON,-123.8982205,46.20066519
ON,-123.9353689,46.23604037
ON,-123.9757704,46.24115607
ON,-124.045332,46.24195911
ON,-124.0687744,46.23955934
ON,-124.0875557,46.23389844
ON,-124.1071231,46.23345199
ON,-124.1281293,46.22813531
ON,-124.1442197,46.22409062
ON,-124.1578642,46.2214097
ON,-124.1837348,46.21855507
ON,-124.2208842,46.21497404
ON,-124.2578724,46.21018078
ON,-124.289492,46.20451117
ON,-124.3292177,46.19406746
ON,-124.3565783,46.18926034
ON,-124.3853931,46.17587058
ON,-124.3913947,46.16215089
ON,-124.3985911,46.15077501
ON,-124.3983184,46.12959039
ON,-124.3883958,46.02819008
ON,-124.3798645,45.99136886
ON,-124.3833666,45.96370885
ON,-124.3894471,45.9283871
ON,-124.3913099,45.88834839
ON,-124.3769516,45.70140909
ON,-124.3789856,45.58654587
ON,-124.3893788,45.50610116
ON,-124.3861576,45.40414251
ON,-124.3961313,45.29387161
ON,-124.3963854,45.21663252
ON,-124.3781092,45.13315443
ON,-124.3919673,45.07742174
ON,-124.4034464,44.97697402
ON,-124.4053653,44.85717547
ON,-124.4074666,44.79217712
ON,-124.4283226,44.70837801
ON,-124.4320446,44.62819396
ON,-124.4415229,44.56504582
ON,-124.4437257,44.49985976
ON,-124.4488096,44.42941065
ON,-124.4532705,44.38149641
ON,-124.4539506,44.33131173
ON,-124.458752,44.28581413
ON,-124.4392317,44.24203273
ON,-124.4137315,44.20619071
ON,-124.3819423,44.17580489
ON,-124.3381527,44.16133616
ON,-124.2669681,44.1512922
ON,-124.2137742,44.14496736
ON,-124.1618253,44.1440766
ON,-124.1503848,44.13966046
ON,-124.1317713,44.14017949
OS,-124.1101385,44.13566189
OS,-124.1180466,44.13566981
OS,-124.1244017,44.13614251
OS,-124.1293354,44.13717398
OS,-124.1355665,44.13792656
OS,-124.1436095,44.13793313
OS,-124.1550241,44.13775479
OS,-124.1638534,44.13822781
OS,-124.1728315,44.13805012
OS,-124.2056733,44.13496659
OS,-124.2335904,44.1392876
OS,-124.2712242,44.13929158
OS,-124.3076523,44.14304551
OS,-124.355023,44.13871027
OS,-124.389877,44.13027668
OS,-124.4307182,44.11529852
OS,-124.4481034,44.10432359
OS,-124.4895918,44.08749756
OS,-124.4946539,44.05194258
OS,-124.4992478,44.01290776
OS,-124.5121304,43.96276305
OS,-124.5167105,43.92374918
OS,-124.551406,43.85455008
OS,-124.5575362,43.79083458
OS,-124.5717289,43.75118711
OS,-124.5870094,43.68334762
OS,-124.621976,43.61766434
OS,-124.6516043,43.54883006
OS,-124.7157267,43.484586
OS,-124.7730564,43.40671636
OS,-124.8192714,43.31904995
OS,-124.8323659,43.23725018
OS,-124.83636,43.1596077
OS,-124.8804416,43.09309395
OS,-124.8948889,43.02167406
OS,-124.9202684,42.95997759
OS,-124.931392,42.86409132
OS,-124.9358183,42.78978579
OS,-124.9076274,42.72562957
OS,-124.8843343,42.66045797
OS,-124.8658521,42.59495757
OS,-124.8436736,42.50160833
OS,-124.8352475,42.43892646
OS,-124.8178746,42.38041675
OS,-124.7996225,42.3149435
OS,-124.7870579,42.25608955
OS,-124.7558272,42.16343253
OS,-124.6931876,42.08359243
OS,-124.6273842,42.01450048
OS,-124.559023,41.9983045
OS,-124.4962831,41.98870298
OS,-124.4203508,42.00238596
OS,-124.3949761,42.0032825
OS,-124.3652349,41.99816979
OS,-124.337145,41.99653781
OS,-124.3079712,41.99587436
OS,-124.2778214,41.99707155
OS,-124.2415648,41.99777898
OS,-124.2163636,41.99994571
OS,-124.2029573,42.00228312
OS,-124.1950588,42.01341214
OS,-124.1981894,42.0339243
OS,-124.2131584,42.05620237
OS,-124.2360322,42.08200116
OS,-124.2565596,42.09431582
OS,-124.2771008,42.12246192
OS,-124.2850151,42.15061608
OS,-124.2994658,42.18681951
OS,-124.3201476,42.23154846
OS,-124.3294746,42.25831468
OS,-124.3372749,42.29426978
OS,-124.3419767,42.35223803
OS,-124.3394274,42.3828287
OS,-124.3353343,42.42145562
OS,-124.3322643,42.45129401
OS,-124.3234702,42.4666023
OS,-124.3088567,42.49911292
OS,-124.3057584,42.51899824
OS,-124.2995462,42.54041469
OS,-124.2974846,42.55991965
OS,-124.2943915,42.58822552
OS,-124.2975297,42.6096508
OS,-124.3063846,42.62419216
OS,-124.3281516,42.67401907
OS,-124.3463777,42.69159605
OS,-124.3719067,42.71107768
OS,-124.3948633,42.73438467
OS,-124.4168056,42.75845986
OS,-124.4377215,42.77947945
OS,-124.4565898,42.80433427
OS,-124.4581886,42.83532706
OS,-124.457223,42.858277
OS,-124.441089,42.87321781
OS,-124.4218312,42.89313369
OS,-124.4114459,42.91380494
OS,-124.3911717,42.95209485
OS,-124.3880701,42.96549686
OS,-124.3692625,43.00286755
OS,-124.3536191,43.03308665
OS,-124.3468909,43.08394823
OS,-124.3364723,43.12373308
OS,-124.3276159,43.16506372
OS,-124.3134941,43.23512446
OS,-124.3003883,43.25998095
OS,-124.2851729,43.29095566
OS,-124.2746701,43.31466667
OS,-124.2567977,43.33340844
OS,-124.2399596,43.37781317
OS,-124.2194225,43.40495285
OS,-124.1962182,43.4424122
OS,-124.1840564,43.47337998
OS,-124.1655464,43.50511487
OS,-124.1549197,43.53877877
OS,-124.1305677,43.58805119
OS,-124.1225534,43.62246338
OS,-124.1208681,43.65727325
OS,-124.1154911,43.68520227
OS,-124.1068571,43.76443182
OS,-124.0934869,43.80342631
OS,-124.0885667,43.84550374
OS,-124.0841808,43.8818581
OS,-124.0745293,43.92945149
OS,-124.0690774,43.96693003
OS,-124.0630689,44.00594832
OS,-124.0656395,44.04414657
OS,-124.0628397,44.08200985
OS,-124.0675483,44.10535262
OS,-124.0733562,44.12028191
OS,-124.0807817,44.13100531
OS,-124.0940964,44.13599667
OS,-124.1101385,44.13566189
HU,-123.9972371,40.01334828
HU,-123.9882262,40.01928686
HU,-123.98309,40.02917586
HU,-123.9895725,40.04597404
HU,-124.0012355,40.07165618
HU,-124.0180694,40.0992992
HU,-124.0400698,40.12494959
HU,-124.0724215,40.15452092
HU,-124.1008982,40.17717314
HU,-124.1358421,40.19782548
HU,-124.1630043,40.20664183
HU,-124.1889082,40.22137525
HU,-124.2122293,40.23413594
HU,-124.2330098,40.25380639
HU,-124.2551452,40.2823475
HU,-124.2656831,40.31585661
HU,-124.2817412,40.38540065
HU,-124.2935868,40.41796537
HU,-124.2937958,40.45550362
HU,-124.2822993,40.48813679
HU,-124.2746808,40.51877058
HU,-124.2592715,40.55041105
HU,-124.2412694,40.5850112
HU,-124.2193492,40.61862716
HU,-124.1935289,40.65619095
HU,-124.1754505,40.68484745
HU,-124.1441736,40.73664929
HU,-124.1051889,40.78218824
HU,-124.0753452,40.84247689
HU,-124.0519793,40.89482509
HU,-124.040357,40.9510841
HU,-124.0312956,40.98858694
HU,-124.0366358,41.03396277
HU,-124.059216,41.08896011
HU,-124.0566609,41.12655179
HU,-124.0475546,41.16710194
HU,-124.0292638,41.21060988
HU,-123.9936578,41.27980615
HU,-123.9803539,41.3164994
HU,-123.975064,41.3790569
HU,-123.9646623,41.41932556
HU,-123.969126,41.47936477
HU,-123.9717555,41.54519087
HU,-123.983408,41.58026571
HU,-124.0081642,41.64090497
HU,-124.028483,41.68486862
HU,-124.0629338,41.7411374
HU,-124.0952244,41.77868034
HU,-124.1189033,41.80735222
HU,-124.1339095,41.8479455
HU,-124.1365881,41.89126077
HU,-124.1344645,41.93680587
HU,-124.1380888,41.96685158
HU,-124.1552548,41.9827624
HU,-124.1767913,41.99270595
HU,-124.1979824,41.99767747
HU,-124.2161044,41.99692898
HU,-124.2303324,41.99529954
HU,-124.2483855,41.99542294
HU,-124.2690416,41.99469752
HU,-124.2889715,41.99536063
HU,-124.3290688,41.99129612
HU,-124.353052,41.98355985
HU,-124.3744121,41.98087033
HU,-124.4335396,41.97312105
HU,-124.4836097,41.96430308
HU,-124.5135594,41.946937
HU,-124.5270638,41.9115711
HU,-124.5236925,41.8850292
HU,-124.5222265,41.84306852
HU,-124.5312314,41.81281647
HU,-124.5371644,41.7684482
HU,-124.5273804,41.72136119
HU,-124.5096894,41.68247508
HU,-124.4862488,41.63826234
HU,-124.4386618,41.59477398
HU,-124.4301855,41.55715758
HU,-124.4140145,41.51911516
HU,-124.4088795,41.47672542
HU,-124.4118226,41.41821172
HU,-124.4106605,41.36764921
HU,-124.4115676,41.31313821
HU,-124.4186941,41.26775639
HU,-124.4265188,41.22805692
HU,-124.4519286,41.16611338
HU,-124.4656646,41.1126085
HU,-124.4806337,41.04848209
HU,-124.49716,40.99583353
HU,-124.5267693,40.93500091
HU,-124.5526706,40.87307401
HU,-124.5889307,40.82373639
HU,-124.626675,40.75822052
HU,-124.6689589,40.6869673
HU,-124.6864958,40.61579135
HU,-124.6921548,40.56322439
HU,-124.7069335,40.49932423
HU,-124.7087731,40.4443945
HU,-124.6898341,40.40567969
HU,-124.6862481,40.36318801
HU,-124.6687703,40.32170841
HU,-124.65505,40.26793819
HU,-124.6385499,40.21971311
HU,-124.6043155,40.18345737
HU,-124.5909791,40.16037785
HU,-124.5706708,40.12310436
HU,-124.5373442,40.09344348
HU,-124.5021591,40.06256857
HU,-124.4692179,40.03552869
HU,-124.4482487,40.00628516
HU,-124.4136275,39.97934068
HU,-124.3743113,39.94201343
HU,-124.3166661,39.92601373
HU,-124.2852636,39.91082314
HU,-124.2433451,39.90972902
HU,-124.2114788,39.90524653
HU,-124.1847768,39.91511266
HU,-124.1684343,39.92313846
HU,-124.1460156,39.93351554
HU,-124.0981843,39.95532933
HU,-124.0576234,39.97661887
HU,-124.0301675,39.99404921
HU,-124.0187627,40.00056183
HU,-124.013549,40.00356687
HU,-124.0073579,40.00732214
HU,-123.9972371,40.01334828
ME,-124.0136711,40.00129173
ME,-124.0227636,39.99733627
ME,-124.0337494,39.98982649
ME,-124.0417518,39.98163334
ME,-124.0485994,39.97714533
ME,-124.0641495,39.96602931
ME,-124.0777926,39.95665213
ME,-124.0959895,39.94575925
ME,-124.1203965,39.93404307
ME,-124.1423311,39.92369796
ME,-124.1534013,39.91488963
ME,-124.1914332,39.89453023
ME,-124.2138179,39.88080647
ME,-124.2246263,39.85972218
ME,-124.2262697,39.82908588
ME,-124.2466708,39.77682121
ME,-124.2245096,39.72544718
ME,-124.1899439,39.65867486
ME,-124.1748742,39.62107827
ME,-124.1639329,39.57303488
ME,-124.1609324,39.52444285
ME,-124.1636902,39.47951311
ME,-124.1561695,39.43733036
ME,-124.1620558,39.39623626
ME,-124.1662461,39.36338991
ME,-124.1623276,39.32907548
ME,-124.1596759,39.28245327
ME,-124.1366269,39.21894692
ME,-124.1036214,39.16020574
ME,-124.0855858,39.11667676
ME,-124.0647489,39.07129704
ME,-124.0531292,39.03747487
ME,-124.0700761,38.99955045
ME,-124.0696022,38.9710215
ME,-124.0663015,38.94064561
ME,-124.0660626,38.9141206
ME,-124.0329561,38.87567093
ME,-124.015126,38.83200828
ME,-123.9949368,38.79053744
ME,-123.9806382,38.75475408
ME,-123.9433384,38.72471392
ME,-123.8891316,38.70815328
ME,-123.8330097,38.69783962
ME,-123.761255,38.71314664
ME,-123.7014894,38.71732505
ME,-123.6659589,38.72796558
ME,-123.619015,38.72915086
ME,-123.5894916,38.7432258
ME,-123.5523179,38.75642767
ME,-123.5388424,38.77074081
ME,-123.5247652,38.77951641
ME,-123.5219128,38.80541593
ME,-123.5287178,38.82796256
ME,-123.5468291,38.8594347
ME,-123.5685858,38.87524092
ME,-123.5929669,38.89173507
ME,-123.605045,38.91360402
ME,-123.6231465,38.94912367
ME,-123.6186224,38.96612953
ME,-123.6174735,38.9981383
ME,-123.6154602,39.02810008
ME,-123.6213462,39.05742235
ME,-123.6315703,39.09290022
ME,-123.639106,39.13518653
ME,-123.6493193,39.17340753
ME,-123.6736214,39.2110208
ME,-123.6875003,39.2349557
ME,-123.7063974,39.29589846
ME,-123.7129952,39.32219269
ME,-123.7202549,39.36191729
ME,-123.7328385,39.39758342
ME,-123.7326439,39.42502939
ME,-123.7278479,39.46122747
ME,-123.7192947,39.4927497
ME,-123.7129619,39.53610208
ME,-123.7014082,39.56290276
ME,-123.7056938,39.59736404
ME,-123.7160634,39.62952153
ME,-123.7219136,39.65874699
ME,-123.7323,39.69092019
ME,-123.7450444,39.71317734
ME,-123.764614,39.73838926
ME,-123.7683274,39.75286248
ME,-123.7772485,39.78266302
ME,-123.7891918,39.81656284
ME,-123.8087143,39.85691733
ME,-123.8291215,39.87976268
ME,-123.8587052,39.89738269
ME,-123.886004,39.92025306
ME,-123.893562,39.93371662
ME,-123.9026181,39.95478641
ME,-123.9124521,39.9741106
ME,-123.9329913,39.98762237
ME,-123.9543077,40.00113811
ME,-123.9695409,40.0117131
ME,-123.9825063,40.01584507
ME,-123.9939629,40.01236386
ME,-124.0136711,40.00129173
